Raw file	Scan number	MS3 Scan number	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8472	8473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8547	8548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8608	8610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8664	8665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8667	8671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8783	8784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8913	8914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	8966	8968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9002	9004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9011	9013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9076	9079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9097	9099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9145	9146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9148	9152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9177	9179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9250	9251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9268	9269	0	0	0	0	0	0	0	0	0	1395.7506103515625	0	1623.2518310546875	1109.105712890625	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9302	9303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9340	9341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9418	9422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9447	9451	0	1467.6329345703125	1263.6861572265625	2022.6878662109375	0	1902.7330322265625	1174.111083984375	2813.35986328125	1074.5821533203125	1458.7318115234375	0	1216.439697265625	1730.5872802734375	1936.207275390625	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9482	9486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9491	9492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9535	9536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9556	9558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9598	9599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9602	9603	0	1374.1236572265625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9634	9636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9754	9756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9837	9839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9846	9848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9896	9898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9908	9910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9930	9932	0	0	0	0	0	0	0	0	1304.13330078125	0	0	0	0	1205.6553955078125	1909.7933349609375	2720.203369140625
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9949	9952	0	5008.9619140625	5002.67138671875	8349.76953125	5234.0390625	5844.24609375	3454.897216796875	5919.529296875	4095.032470703125	4870.5615234375	6067.44384765625	5132.76220703125	9263.7890625	4754.7802734375	4078.29345703125	4550.34228515625
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9955	9959	0	0	0	0	1152.697998046875	0	1470.512939453125	0	0	0	1188.125	1712.947998046875	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9960	9961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9986	9988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	9992	9994	0	0	0	928.1058959960938	0	0	0	0	0	0	0	2105.1708984375	1754.6927490234375	1392.722900390625	1444.9046630859375	1261.328857421875
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10012	10014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10027	10029	0	0	0	0	0	0	0	0	0	0	1214.8511962890625	0	0	0	1350.00146484375	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10057	10059	0	0	1242.3238525390625	1571.1441650390625	1433.4056396484375	1617.4881591796875	2201.158203125	3515.716796875	2913.058349609375	3365.700927734375	1074.119140625	1455.6685791015625	0	1146.768798828125	2025.21337890625	1414.4078369140625
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10058	10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10086	10087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10100	10102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10218	10220	0	3246.245849609375	1945.2589111328125	3610.73974609375	5648.41943359375	5560.482421875	7273.31884765625	8440.7919921875	9804.791015625	7364.36572265625	8990.4677734375	8946.4873046875	6901.4833984375	7387.7734375	5681.865234375	8048.51123046875
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10231	10233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10238	10240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10244	10247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10261	10262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10264	10266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10285	10288	0	0	0	945.88818359375	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10299	10301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10304	10308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10346	10349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10348	10351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10358	10360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10407	10409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10445	10447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10461	10463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10517	10518	0	0	0	1032.3436279296875	0	0	0	0	1224.6329345703125	1344.5703125	1907.4423828125	1100.392822265625	1540.8489990234375	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10561	10563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10577	10579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10592	10593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10595	10598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10606	10607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10613	10615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10618	10620	0	0	967.842529296875	0	0	994.7349853515625	0	0	0	0	0	1115.64892578125	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10635	10636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10638	10640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10654	10655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10702	10705	0	0	0	0	882.3660888671875	0	0	0	0	1403.160400390625	0	1408.8170166015625	1259.0013427734375	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10713	10714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10736	10740	0	0	0	0	0	0	0	1152.5023193359375	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10768	10771	0	0	0	0	0	0	0	1813.7838134765625	0	1189.8074951171875	1301.186767578125	0	1287.488037109375	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10795	10796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10803	10805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10814	10818	0	0	0	1338.490966796875	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10836	10838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10872	10875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10876	10877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10882	10885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10901	10903	0	0	0	0	0	893.7896728515625	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10938	10940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10939	10942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10955	10957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10985	10986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10991	10993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	10999	11002	1083.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11013	11015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11022	11023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11047	11050	0	0	0	0	0	0	0	0	1938.432861328125	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11058	11060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11072	11074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11087	11089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11091	11094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11103	11106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11107	11108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11113	11116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11135	11137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11166	11170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11182	11183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11196	11198	0	0	0	0	0	0	0	0	0	2877.6552734375	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11233	11234	0	0	0	0	0	0	0	1105.7496337890625	0	0	0	0	0	2572.615966796875	2479.611572265625	2221.644287109375
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11246	11247	0	0	0	0	0	0	0	2348.39697265625	2089.244140625	2204.396484375	0	0	0	1668.5360107421875	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11288	11291	0	2087.33642578125	2589.426513671875	2088.088134765625	4164.99365234375	1108.948486328125	1412.782958984375	3917.708984375	1928.3160400390625	4575.072265625	2648.182373046875	2130.028076171875	2853.198974609375	1336.455078125	2886.291259765625	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11296	11297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11318	11319	0	5869.80615234375	7013.62060546875	14275.802734375	6471.03515625	9520.8701171875	12813.7265625	10567.4326171875	12593.2900390625	11422.2060546875	10708.166015625	7719.68603515625	8604.4912109375	7923.73583984375	11600.427734375	7963.66748046875
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11326	11328	0	0	1197.958984375	1524.2734375	0	0	0	1166.3900146484375	0	0	0	0	0	1447.2100830078125	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11374	11375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11380	11382	0	0	0	0	0	0	0	0	0	0	0	0	0	953.994140625	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11384	11385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11391	11392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11415	11416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11420	11424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11431	11434	0	0	0	0	0	0	0	1487.7191162109375	0	1092.030517578125	1332.0111083984375	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11432	11435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11487	11489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11492	11496	0	0	0	0	0	1907.2333984375	2790.71337890625	7220.509765625	36626.9609375	28677.00390625	1646.739990234375	0	0	0	1178.5970458984375	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11540	11543	0	0	0	1997.2501220703125	1185.1517333984375	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11554	11557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11604	11605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11609	11612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11670	11671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11690	11692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1061.82275390625	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11717	11718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11721	11722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11731	11733	0	0	0	0	0	0	0	0	0	1061.379638671875	0	0	0	0	974.7119750976562	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11796	11800	0	0	0	2048.5556640625	1343.62939453125	0	0	0	0	0	0	1214.0716552734375	1387.3160400390625	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11798	11803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11808	11811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11859	11862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11890	11893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11905	11907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11910	11913	0	0	0	0	0	0	0	0	0	2106.5478515625	3944.449462890625	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11928	11929	0	0	0	0	1003.5712890625	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11968	11971	0	0	0	0	0	0	0	0	1543.7008056640625	1939.5947265625	994.5000610351562	1295.3851318359375	0	1410.1273193359375	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	11984	11986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12013	12017	0	9952.966796875	10389.6455078125	14916.65234375	11104.2490234375	14417.9443359375	13549.51171875	31825.43359375	39803.74609375	47128.00390625	14638.1396484375	15794.2373046875	18481.755859375	16423.201171875	13481.783203125	10476.1796875
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12024	12027	0	0	0	2392.0263671875	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12074	12077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12113	12115	0	0	0	1262.138916015625	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12128	12129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12133	12135	0	14169.3408203125	17710.720703125	22389.26171875	16066.0556640625	19097.515625	8478.0908203125	21390.955078125	20886.78515625	18820.380859375	21553.072265625	18524.556640625	26378.990234375	16610.98828125	13105.6357421875	14852.162109375
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12334	12335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12340	12342	0	0	0	1624.6937255859375	0	0	0	1751.43701171875	0	0	1375.080078125	1001.970947265625	1864.7100830078125	1388.3175048828125	1712.5443115234375	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12355	12357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12406	12409	0	0	0	0	0	0	0	0	0	0	1296.62890625	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12428	12431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12440	12444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12630	12631	0	0	969.1370849609375	1143.728515625	0	0	0	0	0	0	1642.8408203125	0	2252.899658203125	0	2266.233642578125	2077.0048828125
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12656	12657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12703	12706	0	0	0	0	0	0	0	0	0	0	0	4390.091796875	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12713	12714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12730	12732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12790	12791	0	0	0	985.697998046875	0	0	0	1558.5023193359375	0	2696.66259765625	0	0	0	0	0	0
MC033_HEK293T_Nucleosomes_TMTpro_Grouping2_AP	12823	12826	0	4033.303466796875	4548.248046875	4105.58642578125	5066.18310546875	5440.57666015625	3619.460693359375	4203.1357421875	6330.27734375	5838.44970703125	3272.274169921875	3220.97216796875	6015.2197265625	3041.139892578125	2331.38330078125	1774.180419921875
