,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
sp|O75528;sp|O75528|TADA3,-0.0753463537560847,0.0297544322157244,0.146964738791296,0.0369366439087539,-0.0455517773734052,-0.0369341111780614,-0.0952514637309574,0.100745106520092,-0.0673999110089496,-0.0396004785048648,0.0587732535876167,-0.0038802910502107,-0.0680586356204814,-0.0502033119237332,0.0575572882309389
sp|O94776;sp|O94776|MTA2,-0.129839195549659,-0.00625238673358553,-0.0492224133761493,0.0759058654061929,-0.148181445351444,-0.0996324808338191,0.174805767083766,0.121246538618344,-0.0126645903936808,-0.0357921935100931,0.0299817306728718,0.117770606115671,0.0545680969306657,-0.0432773643663388,0.0527250865268927
sp|O94776|MTA2,-0.119245602484011,0.0337114675868155,0.207954317707851,-0.0272177153300041,0.0619469590817912,0.0086478079409554,-0.132905555895138,0.104910229326146,0.179492190043195,-0.0469267207410846,0.084813504881136,-0.077726757148819,-0.0103823497115407,0.0959825654915439,0.0241946028852352
sp|O94805|ACL6B;sp|O96019;sp|O96019|ACL6A,-0.0919755315620464,0.135194708800448,0.0349222031759259,-0.0935347997854755,-0.16520981225442,-0.104659872505881,-0.187773581884193,0.122954994613507,-0.117893828089419,0.0277964226633055,-0.0297800734128047,0.0191522136582816,0.151968391775274,0.0678618436050221,0.0146211110811043
sp|O95210|STBD1,0.0328412826346522,0.0231522207818508,-0.0391888128219039,0.0162684516664102,-0.0372888413868705,-0.0415993876154359,-0.0339941888299517,0.0144710029329725,-0.00524550874961353,-0.0122697870801126,-0.0321616646957835,-0.040199877326435,-0.0323194514691599,-0.0273737966534246,-0.00788606703874415
sp|O95251;sp|O95251|KAT7,-0.0270977636151593,0.0256409156989072,0.0289973214012703,-0.0428668099626115,0.0458115864865645,-0.0158656134853401,0.0278096962173804,-0.0159992648607857,-0.0308565279942581,0.00386755147324726,0.0428179028709016,-0.00432174524906212,-0.0272113786153552,-0.0460360694141532,-0.07471176771901
sp|O95785,-0.0296118363106941,-0.0401843296166484,-0.00898289090499886,0.0287241798423779,0.0259956571607609,-0.00275063019449985,0.0524459947961211,-0.0578022834654186,-0.030076455602764,-0.00630399722930211,0.105157934819241,0.0191171239913555,-0.0518215912033921,0.0717713087416703,0.0396535222200893
sp|O95785;sp|O95785|WIZ,-0.0444472395683533,-0.0351090773692748,0.0296377378068786,-0.0170722961345793,0.0136163491797276,-0.0104105042856331,-0.016470859276685,0.00474066534480032,0.0413917035950609,0.00456365377587532,0.0081178854122274,-0.01098760031883,0.049903982000693,-0.0858060995799745,-0.0462059593084139
sp|O96019;sp|O96019|ACL6A,-0.16257647083454,0.153320778479299,-0.00325944505747876,0.0567428604623999,-0.000485981267889037,0.0915231778292668,0.0969262252847059,-0.203384894209316,-0.164441129662896,0.0181008771213983,-0.131900462527627,-0.0355748309537447,0.0213867387850439,0.155453238681729,-0.0586408974143008
sp|P04264|K2C1,-0.0195711054354269,0.00878181566731578,0.0267119301831123,-0.0374938723992054,-0.0267900594422266,-0.0400840920086011,0.0178950270884297,0.0116468506020416,-0.123759711560915,-0.025272563391371,0.124439112493324,0.0398119609904752,0.0539682664904354,0.0144366806296499,-0.0631550551273847
sp|P04350|TBB4A,-0.0248885442285457,-0.0334689179732202,-0.0165885604295852,-0.0238672229965536,0.0595649742559702,-0.004280112855966,0.0136912544459577,0.0824592699287629,-0.0135331203496676,-0.117969820630528,-0.0327946080918959,0.0652427140723623,-0.0484027260764001,0.0687556915161972,-0.0609985089374947
sp|P04350|TBB4A;sp|P07437|TBB5;sp|P68371|TBB4B,-0.0704841211880754,-0.0493497229735393,0.0212598035188014,0.0571289131225834,0.0615770803296772,-0.0214413144035198,-0.0254032298518454,0.0234287090024583,-0.0339193237170609,-0.0141948164383665,0.0350118489702441,0.0388536084787484,-0.0325283839082825,0.0625346637794435,-0.0247893805831559
sp|P04350|TBB4A;sp|P07437|TBB5;sp|P68371|TBB4B;sp|Q13509;sp|Q13509|TBB3,-0.0521209775976279,-0.0357048774702886,0.00161410370295768,0.00561963724535527,0.0484662175008364,0.00390378637776318,-0.0165582509668885,0.00583943266605415,-0.078512109187274,0.0166189698900356,0.0072205932332286,-0.0460470703610489,0.0598037716400552,-0.075459984201458,0.00661551323148248
sp|P04350|TBB4A;sp|P07437|TBB5;sp|P68371|TBB4B;sp|Q13885|TBB2A;sp|Q9BVA1|TBB2B,-0.0475303061478802,-0.0275324765016362,-0.0114858843914882,-0.023462796492085,0.0490233211530117,0.0262965900180478,-0.000336887159572366,0.0175716875260805,0.0426803626141041,-0.0522065368642856,0.113726111332393,0.0361573437571979,-0.0484373031109825,0.00165615809885178,-0.00598043784386992
sp|P06400|RB,-0.0369017385491566,-0.130203584132528,0.0346788059918159,0.00278175205111105,0.0335600936394322,0.0294540433966922,0.0576137112274993,0.00761219585462734,-0.0676294187170254,0.0659054426833257,0.0653397030851789,0.0420029063135688,0.0416336120580218,0.00081084822470482,-0.0365914502484515
sp|P06746|DPOLB,-0.0500756724656874,-0.0254837570542247,-0.0460907692081441,-0.0517586943907286,-0.0590446444601601,-0.0839867288932966,0.0543976689301438,0.0172971959979045,-0.0590129884921211,-0.0301905883450822,-0.00532268238034933,0.00232186672372175,-0.0322015983455592,0.0333558270225488,-0.0877455366027992
sp|P07305;sp|P07305|H10,0.00913883720818622,0.00907543946977387,-0.0264483556234531,-0.0278949540537253,-0.0436462243600913,-0.0179115680674296,0.00478540048424729,-0.0153692167374019,-0.0315069105669513,-0.0322509879773648,0.0145825958138951,-0.0305775515072292,-0.0305661942037959,0.0698370844141957,-0.0412429116619041
sp|P07437|TBB5,-0.0619986026209557,-0.0297120493978361,0.000905445062242924,-0.00771140076638777,0.0273270910658196,0.0241101019475205,0.0207424546484122,0.0422668232936273,-0.0158013492819754,-0.00327640814271201,0.000844730064027577,-0.0132249632234744,-0.00295547763012014,-0.00810023588459623,0.0978709716907503
sp|P07437|TBB5;sp|P68371|TBB4B;sp|Q13885|TBB2A;sp|Q9BVA1|TBB2B,-0.0563146820585987,-0.0231430840625768,0.0211473433569315,0.0403226019681789,0.0554219832824793,-0.00850734191813757,0.00183812064880077,0.044721643944428,0.0233521845867724,-0.0138396873417868,-0.0223094101228126,0.0360227836597822,-0.0485867679345881,0.0789177047831705,0.0748391148369307
sp|P07437|TBB5;sp|Q13509|TBB3;sp|Q13885|TBB2A;sp|Q9BVA1|TBB2B,-0.0750353092205393,-0.0294238446195416,0.0150292085061336,0.024818165947491,0.0655772929213646,-0.0250278942709204,-0.0186296606466898,0.0638239858215788,-0.0198223680356357,0.0404062130500972,-0.0581533750697961,0.0389963543964367,-0.101848360745275,-0.0406846865752661,0.0302538864232327
sp|P07910;sp|P07910|HNRPC,-0.0765663884142723,0.00400158960982614,-0.0182459970921586,-0.0357490922152607,0.0622642013206333,-0.08476736836946,0.0356198561960394,0.00680777126573052,0.0486609848920117,-0.0147723657475564,0.0130141075343306,-0.00242008944566405,0.0187780327349708,0.00554654040359807,0.0394418272891083
sp|P08670|VIME,-0.089745226080066,0.0423060942128799,-0.0735725042867642,0.0259685212755935,0.118122505850514,0.120363520859607,0.0111873392701131,0.0686696640783333,-0.0341094974461933,-0.00223316220881329,0.0019634336017914,-0.0144313531421724,0.00555244873329046,0.00299656553932897,-0.0839550014452526
sp|P08670|VIME;sp|P41219;sp|P41219|PERI,-0.0806227472776049,0.0273648324079334,-0.0970358852631655,-0.0282987813530883,0.100812911908069,0.0851795300109086,-0.0703352959923,0.125844774669367,-0.0432558056528323,-0.0404906039598808,0.0214597024537314,0.0253509512375992,0.079639017659358,-0.0475116009918579,-0.00471648975257286
sp|P09874|PARP1,-0.00981299402159423,-0.0136991444796766,0.0286687891994319,-0.000134228400527981,-0.00553015180665435,0.00722707364449921,0.0308400609487289,0.00112166244592475,0.0424396596426632,0.000960082832054037,0.0201865250428374,-0.0132482633029112,-0.00363265940637069,-0.110489139543774,-0.00435573911907198
sp|P0CG47|UBB;sp|P0CG48|UBC;sp|P62979|RS27A;sp|P62987|RL40,-0.0216994011173702,-0.00162426593177411,-0.0102517672607718,0.00160549719613158,-0.00375505627160793,-0.0124410953239801,-0.0210284696845725,-0.00439429033964196,-0.0105352076507173,-0.000575891988354543,0.000579664513686417,-0.0292496420570612,0.0191097545739244,-0.0347320398968141,-0.0178897500266756
sp|P0DMV8;sp|P0DMV8|HS71A;sp|P0DMV9|HS71B,-0.0628647822294273,-0.0161780696644277,0.0038952349316789,0.00392164889074212,-0.0185837902850967,-0.0446018400520272,-0.0113549949917201,-0.00749908582673504,0.00472781432963818,-0.0172407033911762,0.0101813795375486,0.00393544920823577,0.0188659198710996,-0.00658117188541422,-0.0530899325485654
sp|P0DMV8;sp|P0DMV8|HS71A;sp|P0DMV9|HS71B;sp|P17066|HSP76,-0.0541941075152,-0.0105579007830753,-0.0483635424764684,-0.126380727312869,0.048206627504124,-0.0510568267919636,0.0495298655199328,0.0474811803204714,0.0107291358876812,0.184270571902033,0.0167368310779229,0.0184640104542918,0.0595150336807379,-0.0289826513201156,-0.0642399001220714
sp|P0DMV8;sp|P0DMV8|HS71A;sp|P0DMV9|HS71B;sp|P17066|HSP76;sp|P48741|HSP77,-0.0679226618542371,0.0209394388697445,0.0651546458419468,-0.0380081752063966,-0.043529926869619,-0.0756409702725701,-0.1847366424681,0.223206832457132,0.0377781445893654,-0.00273870856237834,0.0691648411888453,-0.0109549518757515,0.016106079575328,0.0755258535749581,-0.0751201617520794
sp|P0DMV8;sp|P0DMV8|HS71A;sp|P0DMV9|HS71B;sp|P34931|HS71L,-0.0564983602926611,-0.0408260007520814,0.0307031555021629,-0.0170970217941947,0.0221777240184473,-0.0220370743921213,-0.0125697800147464,-0.0898443905088669,-0.0388693086302156,-0.0716126189667205,-0.0408217573974243,-0.108182449153469,0.0676772351939957,0.0749641902750815,0.053472709412127
sp|P0DMV8|HS71A;sp|P0DMV9|HS71B;sp|P34931|HS71L,-0.0509129238393302,-0.02235300551082,0.0124182938269168,-0.0371833924554312,0.0113726228595726,-0.0362997905048075,0.037732693337148,-0.0300784720505283,0.0128506657964774,0.0280831579100074,-0.0353775512477361,0.00378662303454342,0.0350594088033136,-0.0192701190042012,-0.0082729362056461
sp|P10412|H14,-0.00021992299186223,0.0048513533288551,0.0187365946754822,0.00744673951615873,-0.0352311932966106,0.036668526421674,-0.00187974282158523,-0.0188715535214304,-0.0591649799573088,0.0218502501418911,-0.0529217126137939,-0.00835078924866631,-0.0918619558249697,0.0531029167287115,-0.03428544227679
sp|P10412|H14;sp|P16401|H15;sp|P16402|H13;sp|P16403|H12,-0.000564850837765861,0.0107116991035067,0.0274843765105536,-0.022428919117368,-0.024448699994336,0.0208197817517876,0.0297563283982777,-0.013964737655465,-0.0118982187230819,-0.0570875712796249,0.031055417622247,0.00518802543653777,-0.00862388566457898,0.0651235697747572,0.104728892807857
sp|P10412|H14;sp|P16401|H15;sp|P16402|H13;sp|P16403|H12;sp|Q02539|H11,0.00450910929180388,0.0134527524129816,-0.00933977028310447,-0.0110166852102024,-0.0346538925586264,0.0229038723404819,-0.0316902850333439,0.0555616469374047,-0.0264497008866538,-0.0381197218394489,0.0033637674518676,-0.0550982881394724,0.0271739237641655,-0.182053225210929,0.0315959800150008
sp|P10412|H14;sp|P16401|H15;sp|P16403|H12,-0.0066530342194573,-0.00118131237279061,0.00103586041357979,0.00357741292446195,-0.0384991658477126,0.0346865744928617,0.00863145255160859,0.0270090104864603,-0.0639108541950594,-0.0210206630120047,-0.0339003081462249,-0.0695122760732088,-0.078947630813407,-0.0385121679158434,-0.0656841064381197
sp|P10412|H14;sp|P16402|H13;sp|P16403|H12,0.0123088209735029,-0.0548157378234953,0.000323207419740481,-0.000119214793355451,-0.0480971747113714,-0.00233929723019074,0.0256117561912396,0.000724673183778776,-0.0413008215682405,-0.0177901943941242,0.0934621414840642,-0.00386790856126752,-0.00114730092334339,0.139913246277805,0.0281000828784764
sp|P10412|H14;sp|P16402|H13;sp|P16403|H12;sp|P22492|H1T;sp|Q02539|H11,0.0107567351641644,0.0157775423478179,0.00152358055508578,-0.0156410847368466,-0.0109020917759955,0.00474040661405291,0.020524852161861,0.0042066066110695,-0.0170590631729863,-0.0413600256252779,0.0227916851078651,-0.0207797157551611,-0.0148898851214632,0.0181902161553738,0.0840597642307355
sp|P11021|BIP,-0.0510853969087354,-0.0369098972078986,0.00107363212134687,-0.00474153509935496,0.104788423319084,-0.00803752969585902,-0.0375000544619723,0.0735888128593594,0.0877897171830046,0.10693030543762,-0.0597672720840936,-0.0339186464449372,-0.0633751362625559,0.166842543275708,-0.0767062268096085
sp|P11142;sp|P11142|HSP7C,-0.0754933341586188,-0.0102005155102921,0.04506429905751,0.00168154659390506,0.0251684227693117,0.0418149564873539,0.0510088762153777,-0.0577641844307336,-0.0743603430716693,0.00285787964910686,-0.0465907032779914,-0.00664310044064484,0.0291317677202415,0.0349969679470215,0.0845991322531473
sp|P11142;sp|P11142|HSP7C;sp|P17066|HSP76;sp|P54652|HSP72,-0.0743620485392567,-0.0190807181969129,0.0426617960353842,-0.0822072490839792,-0.054384130026754,0.0482997411835467,-0.0096826896641425,0.0172895618971884,0.0263312557636114,-0.0386979811688004,0.0220965658877239,-0.00875965579044452,-0.0213846023613543,-0.0871802765331237,0.0367807434149001
sp|P11142|HSP7C,-0.0718420848455363,-0.0302745611435615,-0.0461359973517038,0.163250803366975,-0.00990186830842868,-0.0710745986946953,0.00729395978126941,-0.0267076757201196,0.0671081653396642,0.0799577145084321,-0.112829293205044,0.0886540893247779,-0.0132828612206271,-0.0578620526737826,0.0743593851326895
sp|P11387|TOP1,-0.0183882429251957,0.011609905856304,0.0509898165672647,-0.0209428924135348,-0.0159167924985872,0.0568120055725838,0.0681185074102276,0.0366151075739706,0.0885481248672819,0.0333576599108222,-0.0136685865888136,0.0606246098138712,-0.037755025048422,-0.0284875770091301,0.0831231864422385
sp|P11387|TOP1;sp|Q969P6;sp|Q969P6|TOP1M,0.00140068383037036,0.00522720221487976,0.0429539971122518,0.0154009892651583,0.0105774288735868,-0.00134946443654136,-0.0173156970919769,0.0577209860382145,0.0327697717908361,-0.0277751860559165,-0.0214114980376027,0.0125454273475999,0.0400595622283363,0.0355353436792081,0.0852685494675866
sp|P11388;sp|P11388|TOP2A,-0.0370679820681072,0.0121701351069899,0.0670271991946701,0.0386950518000225,0.00319831929595118,-0.000307326459468961,-0.0341682104603253,0.0190608284515043,-0.0228536676452358,0.0629736513276997,-0.0332967228061287,-0.0111654320876103,0.0188169933387753,-0.140912443529028,-0.123087759211801
sp|P12956;sp|P12956|XRCC6,-0.0227974593106758,0.0174079207208559,-0.00801664033489105,-0.0142500831298201,-0.0542266698269374,0.0563883893802827,0.0097855214154116,0.0184930157357273,-1.28582644622428e-06,-0.00496477578776397,0.00986294931744224,0.00353197333967478,0.0400787254816888,0.0441365571004362,-0.0705545435518655
sp|P12956|XRCC6,-0.0171700118994657,-0.00565834287188349,0.0228257749501999,-0.00447886425255373,-0.0181646376752686,0.0282241131989191,0.00332766164296456,0.00376869279850346,-0.00283457697521187,-0.0160568443117188,0.00788174211536617,0.000908589878609983,0.0363304307339464,0.00104361859844588,-0.0588575868060798
sp|P13010|XRCC5,-0.0167929223708628,-0.0066392987998152,0.00843212047818937,0.00933884397510884,-0.0181090004501207,0.00368196035850116,-0.00741727104288323,0.0118384950646359,-0.0224186096258139,0.00780430514361849,-0.0157826924877807,-0.0206632756417362,0.0321459384448381,0.0747205376925122,0.00485683445786002
sp|P16402|H13,0.00350926764249816,0.0111123046832972,0.0176858489411257,-0.00245335005708062,0.0301466317210977,0.00518295849838276,-0.0341899422954692,-0.0363476945772495,-0.108763285328239,-0.0367994537059164,0.0130884236827386,-0.0234009312699011,-0.0418347796724635,0.0185960320355225,-0.00859072535864745
sp|P16403|H12,0.00438971138578763,0.00944418449461094,-0.00172658509350417,-0.0157002655741425,-0.0348696052754126,-0.00643989492045444,0.00823522370805751,-0.0270383649066393,-0.0498675468235947,-0.00584307087681596,0.00144408916427353,-0.0872242018157425,-0.0807132578816314,-0.00309196707724038,-0.0336092378188914
sp|P17040;sp|P17040|ZSC20,-0.0202767545336106,-0.144340790352905,0.0506033584718264,0.00846019487116301,0.0331893156263583,-0.00907302668168933,0.00148538076217325,0.0544163198172185,0.0306908638400434,-0.0254726689240185,-0.0885942527771635,-0.0536960713607395,0.0210864380064018,-0.0363023511143115,-0.0121909007539897
sp|P17480;sp|P17480|UBF1,-0.0461523853689081,0.0639949491150935,0.184208558737104,0.0405599340225402,0.136804132232602,0.040878931117374,-0.0524413450058257,0.0604628783236981,-0.00430190763476222,0.000119447307973503,0.019131224917807,-0.0408046536828307,-0.0852248461277746,-0.0140752819674361,-0.0308961510775213
sp|P18754;sp|P18754|RCC1,-0.0109972152781087,-0.0565456590983304,0.160526250778525,0.051743377653777,0.0927599554299229,0.0961055926080456,-0.0490799955563989,0.0661342866908709,-0.0911103645260847,-0.0587775651853236,0.107696616940749,0.06745489312762,-0.0237864705928246,-0.114938806641239,-0.0153775433739465
sp|P18887|XRCC1,-0.0504584935223171,-0.0249362737947233,0.0242791223684129,-0.00134381831212778,-0.00799587027229277,0.0182502316090351,0.0283792666171859,0.00501051880832767,0.0764404327047734,-0.00530401269388976,-0.0313776895369064,0.0674628036571827,0.137874411229909,-0.0146111410608653,0.06742885013196
sp|P19532|TFE3,-0.0382162237490358,-0.0273862807653885,-0.0794484036080688,-0.0556103636782721,0.0936493204582198,-0.0916639205847661,-0.0049683785486587,-0.0596551042599952,0.0846518367511669,-0.421923346427889,-0.15354242724356,0.149023143129949,0.0505174429268639,0.0361374146768405,-0.0948013851874153
sp|P20585|MSH3,-0.112328478222276,-0.0308961184332955,0.0190043515613447,-0.00413979176764989,-0.106798571099093,-0.0889854842769699,-0.0154205251285552,0.0204839479169978,0.0394639705188937,-0.0306108479074258,0.0516538155889639,-0.0266093972647919,0.0124610971517432,-0.0472273366367653,0.0325560609702184
sp|P22415;sp|P22415|USF1,-0.0250987735141505,-0.0412672632663045,-0.0274369585939252,0.00398332489996693,-0.0245825569383657,-0.0185267382151295,-0.0136883431375823,-0.00462402828431774,-0.0138113054971752,-0.0174441881531982,0.0320804483239979,0.00672241102318564,-0.0167910975566732,0.0679126051911297,0.00622029660076365
sp|P26368;sp|P26368|U2AF2,-0.0398770559566954,0.0173128869102002,0.0204282635839118,0.0441535902163346,-0.000824376139494477,0.0473602036052133,-0.0144394399833214,0.0742820937044503,-0.0245196646913577,0.051276444268912,0.0326094899868758,0.0117730738462204,-0.0286703419955714,-0.0467284918400842,0.0803430585079159
sp|P26599;sp|P26599|PTBP1,-0.0622339987383903,0.0131403497348492,-0.00228910521105106,-0.0374167383687197,0.0889337029304219,-0.102683530883502,0.0219486813419507,2.59759654097696e-05,0.0549233782051731,-0.0309047536633995,-0.00746488880920028,-0.0533235929645097,0.0470344303021511,0.0215064299632937,-0.0674752143012536
sp|P27540;sp|P27540|ARNT,-0.0443598450353652,-0.0681341984845769,-0.0102450421059365,0.0795485610716602,-0.000988765106639008,-0.00252461599373777,-0.0121642513542797,-0.0554756936701986,-0.0247568350857422,-0.0236594488069012,-0.059109162173527,0.0137455031493251,-0.031343308508409,-0.0677556810067513,0.059418700452762
sp|P27694|RFA1,-0.0602537202562206,0.00412309405268889,-0.0859087493709417,-0.0920055782246905,0.0626053212921854,-0.0687180849890432,-0.0309779348452352,-0.0378733463787969,0.0533553106367556,0.0402344290384417,0.0264613147228931,-0.0961604385966331,0.0916736558300085,0.0438987933962691,0.0960716297564312
sp|P27816;sp|P27816|MAP4,-0.033095694738821,-0.0439442288669156,-0.00104036812469394,0.0122728341359739,0.0171275256558885,0.086764499067361,-0.0574358259771462,0.00415888624614506,-0.00987598786802528,-0.012150565802337,-0.0363000120306242,-0.0736294484103179,-0.0321770660525351,0.0616239047169231,-0.0206413289723739
sp|P29372;sp|P29372|3MG,0.00508854446671128,0.0117471362780747,-0.0104892734118881,-0.0204750566862762,-0.0161432417653648,-0.0518471877756959,0.0328028170372441,0.00557173045454949,0.00257101690742735,-0.0247772765565056,-0.0455998883132836,0.00615619588305228,-0.0692551909958277,-0.0026305426605192,0.037985340526166
sp|P30260;sp|P30260|CDC27,-0.0569986416463545,0.207551279196146,0.0797601933496765,-0.0517290636943301,0.0322158245978389,-0.0347082095435623,-0.0826628050752801,-0.246301781394614,-0.0381177019619678,0.036654360589352,-0.0589607147305553,0.0763404960455879,0.124160334997477,0.0448095228776453,-0.0961853772588504
sp|P31270|HXA11,0.0183154154379297,0.0222535699184062,0.040346391639703,-0.00172946507682427,-0.00345200597969747,0.00562785904864864,-0.0704269299011109,-0.0246509327827774,-0.013420282236267,0.0286340269236696,-0.108475789428705,0.0730054249140838,0.130208382479549,0.0360775826701429,0.0424530144162422
sp|P31943|HNRH1;sp|P52597|HNRPF,-0.0600207750243604,-0.0244973871873403,0.00630232009732989,-0.0269350433165629,0.0883802471715373,-0.0461808720820022,0.0234730897521511,-0.0187131097829267,0.00743647402683817,-0.0511990737395542,-0.0229770303298553,0.0106980089915669,0.00738013943406669,0.074908765095991,-0.0431964520976365
sp|P31943|HNRH1;sp|P55795|HNRH2,-0.0667960560911539,-0.0286509166616452,-0.0233998154231241,0.0232713857321827,0.049143861260538,0.00680982780214829,0.00756465573855739,0.0170464792593358,0.00791907904033303,-0.0285819982491385,-0.0262373826396921,0.0239124896332025,0.0367299164607105,-0.00202652446315506,0.0342020473795408
